"","Overall"
"mean.beak.size.pc1",42.5593909490539
"mean.Tarsus.Length",79.8058571411204
"mean.Wing.Length",44.9228272454903
"mean.Hand.Wing.Index",61.1583783523992
"mean.Tail.Length",33.2424319605108
"mean.Mass",44.8848673654011
"mean.Habitat.Density",10.8531189531698
"mean.Migration",12.1922699272869
"mean.Brain.Mass..g.",50.0208948647678
"mean.clutch.size",27.9715271273641
"mean.Maximum.longevity",68.9743051170472
"mean.GenLength",59.3726108406903
"mean.Range.Size",44.5548304738931
"mean.Annualtemp",53.409303500955
"mean.AnnualPrecipitation",100
"mean.Abundance.estimate.1.1.matched",41.9044131031568
"mode.HabitatDesert",0.307190789291784
"mode.HabitatForest",9.65298819578898
"mode.HabitatGrassland",2.33364042908289
"mode.HabitatHuman Modified",0.817214222937743
"mode.HabitatMarine",17.9717958933252
"mode.HabitatRiverine",1.12949010437984
"mode.HabitatRock",0
"mode.HabitatShrubland",2.91895664601107
"mode.HabitatWetland",4.02130818757018
"mode.HabitatWoodland",3.06908792942613
"mode.Trophic.LevelHerbivore",6.26477104203667
"mode.Trophic.LevelOmnivore",5.43423429786809
"mode.Trophic.LevelScavenger",0.0121054686951065
"mode.Primary.LifestyleAquatic",1.03745288745902
"mode.Primary.LifestyleGeneralist",1.37963185161266
"mode.Primary.LifestyleInsessorial",5.8614007858044
"mode.Primary.LifestyleTerrestrial",5.56619300113922
"mean.Latitude.span",54.7532406097496
"mean.Centroid.Latitude",51.0150488745869
"mean.Centroid.Longitude",74.7834655902234
"mean.devmode",55.0044107348162
